1.19,10.915,,,,,,,
1.186,10.827,,,,,,,
1.182,10.74,,,,,,,
1.178,10.65,,,,,,,
1.173,10.562,,,,,,,
1.169,10.474,,,,,,,
1.165,10.384,,,,,,,
1.16,10.296,,,,,,,
1.156,10.208,,,,,,,
1.151,10.125,,,,,,,
1.147,10.042,,,,,,,
1.142,9.957,,,,,,,
1.137,9.873,,,,,,,
1.132,9.788,,,,,,,
1.128,9.704,,,,,,,
1.124,9.618,,,,,,,
1.119,9.534,,,,,,,
1.114,9.45,,,,,,,
1.108,9.365,,,,,,,
1.104,9.28,,,,,,,
1.099,9.196,,,,,,,
1.094,9.111,,,,,,,
1.089,9.028,,,,,,,
1.082,8.945,,,,,,,
1.075,8.864,,,,,,,
1.068,8.786,,,,,,,
1.061,8.71,,,,,,,
1.054,8.633,,,,,,,
1.047,8.557,,,,,,,
1.04,8.48,,,,,,,
1.033,8.404,,,,,,,
1.025,8.328,,,,,,,
1.018,8.252,,,,,,,
1.01,8.175,,,,,,,
1.002,8.099,,,,,,,
0.994,8.027,,,,,,,
0.984,7.962,,,,,,,
0.974,7.9,,,,,,,
0.964,7.843,,,,,,,
0.954,7.784,,,,,,,
0.944,7.724,,,,,,,
0.934,7.666,,,,,,,
0.924,7.608,,,,,,,
0.914,7.549,,,,,,,
0.904,7.49,,,,,,,
0.893,7.43,,,,,,,
0.883,7.372,,,,,,,
0.873,7.312,,,,,,,
0.862,7.254,,,,,,,
0.851,7.195,,,,,,,
0.841,7.136,,,,,,,
0.83,7.078,,,,,,,
0.819,7.018,,,,,,,
0.808,6.96,,,,,,,
0.797,6.901,,,,,,,
0.787,6.848,,,,,,,
0.777,6.795,,,,,,,
0.766,6.742,,,,,,,
0.756,6.691,,,,,,,
0.746,6.638,,,,,,,
0.735,6.584,,,,,,,
0.725,6.531,,,,,,,
0.714,6.476,,,,,,,
0.704,6.422,,,,,,,
0.693,6.369,,,,,,,
0.683,6.313,,,,,,,
0.672,6.257,,,,,,,
0.661,6.203,,,,,,,
0.651,6.146,,,,,,,
