0.445,4.65,,,,,,,
0.44,4.577,,,,,,,
0.435,4.501,,,,,,,
0.43,4.427,,,,,,,
0.425,4.355,,,,,,,
0.419,4.28,,,,,,,
0.414,4.206,,,,,,,
0.411,4.125,,,,,,,
0.408,4.047,,,,,,,
0.405,3.963,,,,,,,
0.403,3.882,,,,,,,
0.403,3.84,,,,,,,
0.404,3.798,,,,,,,
0.405,3.758,,,,,,,
0.407,3.72,,,,,,,
0.409,3.684,,,,,,,
0.412,3.65,,,,,,,
0.415,3.619,,,,,,,
0.419,3.591,,,,,,,
0.422,3.564,,,,,,,
0.426,3.54,,,,,,,
0.43,3.517,,,,,,,
0.434,3.496,,,,,,,
0.438,3.476,,,,,,,
0.442,3.458,,,,,,,
0.446,3.441,,,,,,,
0.451,3.426,,,,,,,
0.455,3.412,,,,,,,
0.46,3.399,,,,,,,
0.464,3.387,,,,,,,
0.47,3.376,,,,,,,
0.476,3.367,,,,,,,
0.482,3.357,,,,,,,
0.488,3.349,,,,,,,
0.494,3.341,,,,,,,
0.5,3.333,,,,,,,
0.505,3.326,,,,,,,
0.511,3.32,,,,,,,
0.517,3.314,,,,,,,
0.523,3.308,,,,,,,
0.529,3.302,,,,,,,
0.535,3.297,,,,,,,
0.541,3.29,,,,,,,
0.546,3.284,,,,,,,
0.552,3.277,,,,,,,
0.558,3.27,,,,,,,
0.563,3.262,,,,,,,
0.569,3.251,,,,,,,
0.574,3.239,,,,,,,
0.58,3.226,,,,,,,
0.585,3.21,,,,,,,
0.59,3.192,,,,,,,
0.594,3.171,,,,,,,
0.599,3.15,,,,,,,
0.604,3.126,,,,,,,
0.609,3.099,,,,,,,
0.613,3.072,,,,,,,
0.617,3.04,,,,,,,
0.62,3.008,,,,,,,
0.623,2.975,,,,,,,
0.625,2.95,,,,,,,
0.629,2.904,,,,,,,
0.633,2.849,,,,,,,
0.636,2.792,,,,,,,
0.639,2.737,,,,,,,
0.642,2.68,,,,,,,
0.644,2.623,,,,,,,
0.647,2.565,,,,,,,
0.65,2.506,,,,,,,
0.652,2.448,,,,,,,
0.655,2.391,,,,,,,
0.657,2.332,,,,,,,
0.659,2.274,,,,,,,
0.662,2.213,,,,,,,
0.665,2.156,,,,,,,
0.667,2.097,,,,,,,
0.67,2.039,,,,,,,
0.673,1.982,,,,,,,
0.676,1.922,,,,,,,
0.678,1.864,,,,,,,
0.681,1.807,,,,,,,
0.685,1.752,,,,,,,
0.688,1.693,,,,,,,
0.691,1.636,,,,,,,
0.694,1.577,,,,,,,
0.697,1.52,,,,,,,
0.7,1.46,,,,,,,
0.704,1.403,,,,,,,
0.708,1.348,,,,,,,
0.711,1.292,,,,,,,
0.715,1.232,,,,,,,
0.719,1.176,,,,,,,
0.723,1.124,,,,,,,
0.727,1.063,,,,,,,
0.732,1.014,,,,,,,
0.736,0.955,,,,,,,
0.74,0.9,,,,,,,
0.745,0.845,,,,,,,
0.75,0.786,,,,,,,
0.755,0.735,,,,,,,
0.761,0.682,,,,,,,
0.767,0.628,,,,,,,
0.774,0.571,,,,,,,
0.78,0.522,,,,,,,
0.786,0.471,,,,,,,
0.793,0.419,,,,,,,
0.8,0.362,,,,,,,
0.807,0.308,,,,,,,
0.814,0.261,,,,,,,
0.821,0.203,,,,,,,
0.826,0.154,,,,,,,
0.822,0.171,,,,,,,
0.818,0.193,,,,,,,
0.815,0.208,,,,,,,
0.819,0.184,,,,,,,
0.819,0.178,,,,,,,
0.824,0.141,,,,,,,
0.831,0.099,,,,,,,
0.838,0.053,,,,,,,
0.844,0.009,,,,,,,
0.851,-0.034,,,,,,,
0.858,-0.077,,,,,,,
0.865,-0.122,,,,,,,
0.871,-0.165,,,,,,,
0.878,-0.209,,,,,,,
0.886,-0.251,,,,,,,
0.893,-0.294,,,,,,,
0.9,-0.34,,,,,,,
0.907,-0.383,,,,,,,
0.914,-0.423,,,,,,,
0.922,-0.465,,,,,,,
0.929,-0.509,,,,,,,
0.937,-0.554,,,,,,,
0.944,-0.595,,,,,,,
0.952,-0.638,,,,,,,
0.96,-0.677,,,,,,,
0.967,-0.724,,,,,,,
0.975,-0.766,,,,,,,
0.983,-0.803,,,,,,,
0.991,-0.848,,,,,,,
0.999,-0.889,,,,,,,
1.007,-0.93,,,,,,,
1.015,-0.966,,,,,,,
1.023,-1.011,,,,,,,
1.032,-1.05,,,,,,,
1.04,-1.091,,,,,,,
1.049,-1.132,,,,,,,
1.06,-1.171,,,,,,,
1.071,-1.204,,,,,,,
1.082,-1.247,,,,,,,
1.093,-1.282,,,,,,,
1.104,-1.309,,,,,,,
1.115,-1.347,,,,,,,
1.126,-1.387,,,,,,,
1.137,-1.417,,,,,,,
1.148,-1.46,,,,,,,
1.159,-1.493,,,,,,,
1.169,-1.528,,,,,,,
1.18,-1.563,,,,,,,
1.191,-1.601,,,,,,,
1.201,-1.64,,,,,,,
1.212,-1.668,,,,,,,
1.222,-1.71,,,,,,,
1.232,-1.739,,,,,,,
1.242,-1.784,,,,,,,
1.253,-1.816,,,,,,,
1.264,-1.847,,,,,,,
1.278,-1.878,,,,,,,
1.292,-1.91,,,,,,,
1.305,-1.943,,,,,,,
1.319,-1.977,,,,,,,
1.333,-1.997,,,,,,,
1.347,-2.034,,,,,,,
1.36,-2.055,,,,,,,
1.374,-2.095,,,,,,,
1.388,-2.117,,,,,,,
1.402,-2.16,,,,,,,
1.417,-2.184,,,,,,,
1.431,-2.209,,,,,,,
1.445,-2.234,,,,,,,
1.459,-2.261,,,,,,,
1.474,-2.288,,,,,,,
1.488,-2.316,,,,,,,
1.503,-2.345,,,,,,,
1.517,-2.376,,,,,,,
1.532,-2.383,,,,,,,
1.551,-2.41,,,,,,,
1.571,-2.438,,,,,,,
1.591,-2.44,,,,,,,
1.611,-2.481,,,,,,,
