-0.3167,0.903
0.2033,0.838
0.7933,0.781
1.2733,0.734
1.7633,0.702
2.0533,0.687
2.2133,0.674
2.4933,0.663
2.6533,0.644
2.8533,0.644
3.0733,0.619
3.2733,0.589
3.4533,0.495
3.6533,0.432
3.8733,0.42
4.0633,0.413
4.2633,0.422
4.4633,0.431
4.6733,0.449
4.8533,0.464
5.0633,0.482
5.2633,0.513
5.4733,0.537
5.6633,0.57
5.8733,0.602
6.0633,0.643
6.2633,0.684
6.4633,0.724
6.6633,0.773
6.8733,0.821
7.0533,0.848
7.2533,0.87
7.4433,0.916
