1.19,10.908,,,,,,,
1.186,10.823,,,,,,,
1.182,10.737,,,,,,,
1.178,10.651,,,,,,,
1.174,10.566,,,,,,,
1.17,10.478,,,,,,,
1.165,10.393,,,,,,,
1.161,10.307,,,,,,,
1.157,10.222,,,,,,,
1.152,10.139,,,,,,,
1.148,10.058,,,,,,,
1.143,9.977,,,,,,,
1.139,9.895,,,,,,,
1.134,9.813,,,,,,,
1.13,9.731,,,,,,,
1.126,9.648,,,,,,,
1.12,9.567,,,,,,,
1.116,9.485,,,,,,,
1.111,9.403,,,,,,,
1.106,9.321,,,,,,,
1.101,9.239,,,,,,,
1.096,9.156,,,,,,,
1.093,9.074,,,,,,,
1.086,8.994,,,,,,,
1.08,8.914,,,,,,,
1.073,8.835,,,,,,,
1.066,8.761,,,,,,,
1.059,8.687,,,,,,,
1.053,8.613,,,,,,,
1.046,8.539,,,,,,,
1.039,8.465,,,,,,,
1.032,8.391,,,,,,,
1.024,8.317,,,,,,,
1.017,8.243,,,,,,,
1.009,8.171,,,,,,,
1.002,8.096,,,,,,,
0.994,8.023,,,,,,,
0.984,7.958,,,,,,,
0.975,7.898,,,,,,,
0.965,7.842,,,,,,,
0.956,7.784,,,,,,,
0.946,7.727,,,,,,,
0.936,7.67,,,,,,,
0.927,7.613,,,,,,,
0.917,7.556,,,,,,,
0.907,7.5,,,,,,,
0.897,7.442,,,,,,,
0.887,7.386,,,,,,,
0.877,7.329,,,,,,,
0.866,7.271,,,,,,,
0.856,7.214,,,,,,,
0.846,7.158,,,,,,,
0.835,7.099,,,,,,,
0.825,7.043,,,,,,,
0.814,6.986,,,,,,,
0.804,6.928,,,,,,,
0.793,6.872,,,,,,,
0.783,6.82,,,,,,,
0.773,6.77,,,,,,,
0.763,6.717,,,,,,,
0.753,6.667,,,,,,,
0.743,6.614,,,,,,,
0.733,6.561,,,,,,,
0.723,6.507,,,,,,,
0.713,6.455,,,,,,,
0.703,6.401,,,,,,,
0.693,6.348,,,,,,,
0.683,6.294,,,,,,,
