1.191,10.934,,,,,,,
1.186,10.839,,,,,,,
1.182,10.742,,,,,,,
1.177,10.646,,,,,,,
1.172,10.551,,,,,,,
1.168,10.454,,,,,,,
1.163,10.358,,,,,,,
1.158,10.262,,,,,,,
1.153,10.17,,,,,,,
1.148,10.078,,,,,,,
1.143,9.987,,,,,,,
1.138,9.895,,,,,,,
1.133,9.804,,,,,,,
1.128,9.712,,,,,,,
1.123,9.62,,,,,,,
1.119,9.528,,,,,,,
1.113,9.436,,,,,,,
1.108,9.345,,,,,,,
1.102,9.253,,,,,,,
1.097,9.16,,,,,,,
1.092,9.069,,,,,,,
1.084,8.981,,,,,,,
1.077,8.891,,,,,,,
1.069,8.805,,,,,,,
1.062,8.721,,,,,,,
1.054,8.639,,,,,,,
1.047,8.556,,,,,,,
1.039,8.473,,,,,,,
1.031,8.39,,,,,,,
1.023,8.308,,,,,,,
1.015,8.223,,,,,,,
1.007,8.142,,,,,,,
0.997,8.068,,,,,,,
0.986,7.996,,,,,,,
0.975,7.928,,,,,,,
0.965,7.865,,,,,,,
0.954,7.801,,,,,,,
0.943,7.737,,,,,,,
0.933,7.672,,,,,,,
0.922,7.609,,,,,,,
0.911,7.544,,,,,,,
0.9,7.48,,,,,,,
0.888,7.417,,,,,,,
0.877,7.352,,,,,,,
0.866,7.288,,,,,,,
0.854,7.223,,,,,,,
0.843,7.16,,,,,,,
0.831,7.096,,,,,,,
0.819,7.03,,,,,,,
0.808,6.966,,,,,,,
0.796,6.904,,,,,,,
0.785,6.848,,,,,,,
0.773,6.793,,,,,,,
0.762,6.737,,,,,,,
0.751,6.681,,,,,,,
0.739,6.625,,,,,,,
0.728,6.568,,,,,,,
0.716,6.511,,,,,,,
0.704,6.456,,,,,,,
0.693,6.398,,,,,,,
0.681,6.341,,,,,,,
0.669,6.284,,,,,,,
0.657,6.226,,,,,,,
0.645,6.168,,,,,,,
0.634,6.109,,,,,,,
0.623,6.055,,,,,,,
0.612,6,,,,,,,
0.602,5.946,,,,,,,
0.592,5.891,,,,,,,
0.581,5.836,,,,,,,
0.571,5.778,,,,,,,
0.562,5.717,,,,,,,
0.552,5.654,,,,,,,
0.542,5.59,,,,,,,
0.533,5.527,,,,,,,
0.523,5.461,,,,,,,
0.514,5.396,,,,,,,
0.505,5.329,,,,,,,
0.495,5.262,,,,,,,
0.486,5.194,,,,,,,
0.479,5.129,,,,,,,
0.472,5.061,,,,,,,
0.465,4.996,,,,,,,
0.458,4.928,,,,,,,
0.451,4.858,,,,,,,
0.445,4.786,,,,,,,
0.438,4.715,,,,,,,
0.431,4.645,,,,,,,
0.425,4.577,,,,,,,
0.418,4.507,,,,,,,
0.411,4.435,,,,,,,
0.404,4.365,,,,,,,
0.398,4.291,,,,,,,
0.391,4.22,,,,,,,
0.385,4.146,,,,,,,
0.379,4.071,,,,,,,
0.373,3.992,,,,,,,
0.369,3.908,,,,,,,
0.366,3.825,,,,,,,
0.363,3.74,,,,,,,
0.362,3.656,,,,,,,
0.362,3.611,,,,,,,
0.362,3.565,,,,,,,
0.363,3.521,,,,,,,
0.365,3.481,,,,,,,
0.368,3.444,,,,,,,
0.372,3.409,,,,,,,
0.376,3.377,,,,,,,
0.38,3.349,,,,,,,
0.384,3.324,,,,,,,
0.389,3.3,,,,,,,
0.393,3.277,,,,,,,
0.398,3.257,,,,,,,
0.403,3.238,,,,,,,
0.408,3.222,,,,,,,
0.413,3.206,,,,,,,
0.418,3.192,,,,,,,
0.423,3.18,,,,,,,
0.429,3.169,,,,,,,
0.434,3.157,,,,,,,
0.439,3.147,,,,,,,
0.444,3.136,,,,,,,
0.449,3.127,,,,,,,
0.454,3.118,,,,,,,
0.459,3.11,,,,,,,
0.465,3.104,,,,,,,
0.472,3.099,,,,,,,
0.479,3.095,,,,,,,
0.486,3.091,,,,,,,
0.492,3.089,,,,,,,
0.499,3.087,,,,,,,
0.506,3.085,,,,,,,
0.513,3.083,,,,,,,
0.519,3.081,,,,,,,
0.526,3.08,,,,,,,
0.533,3.078,,,,,,,
0.539,3.076,,,,,,,
0.546,3.073,,,,,,,
0.552,3.068,,,,,,,
0.558,3.061,,,,,,,
0.565,3.052,,,,,,,
0.571,3.041,,,,,,,
0.577,3.028,,,,,,,
0.582,3.01,,,,,,,
0.588,2.99,,,,,,,
0.593,2.966,,,,,,,
0.598,2.942,,,,,,,
0.603,2.913,,,,,,,
0.608,2.88,,,,,,,
0.612,2.847,,,,,,,
0.615,2.819,,,,,,,
0.619,2.773,,,,,,,
0.623,2.721,,,,,,,
0.627,2.666,,,,,,,
0.631,2.611,,,,,,,
0.634,2.554,,,,,,,
0.637,2.498,,,,,,,
0.64,2.441,,,,,,,
0.643,2.382,,,,,,,
