0.39,690845028616e-321,4.383
0.412,690845028584855e-324,4.507
0.433,690845028597977e-324,4.679
0.453,69084502858517e-323,4.864
0.471,69084502858533e-323,5.017
0.486,690845028585645e-324,5.091
0.496,690845028585803e-324,5.153
0.504,69084502858596e-323,5.154
0.512,690845028599084e-324,5.211
0.519,69084502858628e-323,5.259
